id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1373548285529522180,1373548285529522180,2021-03-21 17:13:25 JST,2021-03-21,17:13:25,+0900,970161637,pref_toyama,富山県広報課,,【新型コロナウイルス感染症情報】 県内で感染者が新たに1名確認されました。  感染者の現況（3/21 17時現在）  〇感染者数：921人（うち変異株2人） 　 ・入院中又は入院等調整中 14人 　 ・宿泊療養施設入所者数 0人 ・退院者数 879人  ・死亡者数 28人  https://t.co/1i04T5HYAP,ja,[],[],['https://pbs.twimg.com/media/Ew_S4wjVkAADZ-H.png'],0,5,8,[],[],https://twitter.com/pref_toyama/status/1373548285529522180,False,,1,https://pbs.twimg.com/media/Ew_S4wjVkAADZ-H.png,,,,,,,[],,,,
1373927068258463746,1373927068258463746,2021-03-22 18:18:34 JST,2021-03-22,18:18:34,+0900,970161637,pref_toyama,富山県広報課,,【新型コロナウイルス感染症情報】 県内で、変異株の陽性事例が1件確認されました。  感染者の現況（3/22 17時現在）  〇感染者数：921名（うち変異株3人） 　 ・入院中又は入院等調整中 14人 　 ・宿泊療養施設入所者数 0人 ・退院者数 879人  ・死亡者数 28人  https://t.co/pIAAdJakfM,ja,[],[],['https://pbs.twimg.com/media/ExEqyoQVkAEVEWi.jpg'],1,5,5,[],[],https://twitter.com/pref_toyama/status/1373927068258463746,False,,1,https://pbs.twimg.com/media/ExEqyoQVkAEVEWi.jpg,,,,,,,[],,,,
